dataset,accuracy_dropout,accuracy_ensemble,accuracy_mean,accuracy_mean_rep_ridge,accuracy_standard_deviation,accuracy_std_rep_ridge,delta_mean,margin_dropout,margin_ensemble,margin_roc_auc_dropout,margin_roc_auc_ensemble,maxprob_dropout,maxprob_ensemble,maxprob_roc_auc_dropout,maxprob_roc_auc_ensemble,mutual_information_dropout,mutual_information_ensemble,mutual_information_roc_auc_dropout,mutual_information_roc_auc_ensemble,predictive_entropy_dropout,predictive_entropy_ensemble,predictive_entropy_roc_auc_dropout,predictive_entropy_roc_auc_ensemble,std_averaged_over_ensemble_dropout,std_averaged_over_ensemble_ensemble,std_averaged_over_ensemble_roc_auc_dropout,std_averaged_over_ensemble_roc_auc_ensemble,std_dropout,std_ensemble,std_roc_auc_dropout,std_roc_auc_ensemble
NonInvasiveFetalECGThorax1,0.9516539573669434,0.9547073841094972,0.95139949,0.9562849872773536,0.00311178,0.0010540618410792,-0.0048854972773536,0.83919358253479,0.8180529475212097,0.9229214748100196,0.9223964447425792,0.8411923050880432,0.8191048502922058,0.9259048691246832,0.9260199803550466,0.860852062702179,0.8633671402931213,0.9231016042780747,0.9148139718741766,0.8279857635498047,0.807264506816864,0.9156487475372924,0.916910232145852,0.8645684123039246,0.8513212203979492,0.9299296369265412,0.9223066050166504,0.8401364088058472,0.8176825046539307,0.9249817056009008,0.9246843630962364
NonInvasiveFetalECGThorax2,0.952671766281128,0.9567430019378662,0.96875318,0.9678371501272264,0.00120429,0.0016847781534093,0.0009160298727735,0.9091033935546876,0.9001481533050537,0.9275055141990628,0.9245807259073842,0.9061961770057678,0.8964544534683228,0.925294090616671,0.9222590738423028,0.9413701891899108,0.9299257397651672,0.9463342064148516,0.936226533166458,0.8839130401611328,0.8745918869972229,0.9066606929510156,0.9040675844806008,0.9363573789596558,0.9326250553131104,0.9444789081885856,0.940563204005006,0.9020453095436096,0.8923611640930176,0.9214226633581472,0.9184292866082604
OSULeaf,0.9090908765792848,0.8966941833496094,0.93801653,0.9537190082644628,0.00389591,0.0086283524867029,-0.0157024782644628,0.9056272506713868,0.9277204275131226,0.9144628099173554,0.935852534562212,0.9058268070220948,0.927720069885254,0.9159090909090908,0.9371428571428572,0.9178453087806702,0.924536108970642,0.921487603305785,0.9317972350230416,0.906760275363922,0.9229885935783386,0.9177685950413222,0.9329032258064516,0.9161228537559508,0.9309867024421692,0.9206611570247932,0.9382488479262672,0.9089080095291138,0.9282439351081848,0.91900826446281,0.9375115207373272
OliveOil,0.9000000357627869,0.9333333969116212,0.92666667,0.9066666666666668,0.01405457,0.0133333333333333,0.0200000033333331,0.6681764125823975,0.4740383625030517,0.7654320987654322,0.6428571428571429,0.6681764125823975,0.4740383625030517,0.7654320987654322,0.6428571428571429,0.6338573694229126,0.4235345125198364,0.7654320987654322,0.625,0.6681764125823975,0.4740383625030517,0.7654320987654322,0.6428571428571429,0.6681764125823975,0.4235345125198364,0.7777777777777778,0.625,0.6681764125823975,0.4740383625030517,0.7654320987654322,0.6428571428571429
PhalangesOutlinesCorrect,0.8286713361740112,0.8298368453979492,0.82995338,0.8354312354312354,0.00486635,0.0049667309446765,-0.0054778554312354,0.52961665391922,0.5527778267860413,0.7369901547116737,0.7444108819455133,0.52961665391922,0.5527778267860413,0.7369901547116737,0.7444108819455133,0.5363336801528931,0.5169247984886169,0.7232316273907594,0.7092696629213482,0.52961665391922,0.5527778267860413,0.7369901547116737,0.7444108819455133,0.5498734712600708,0.5591920614242554,0.7387793373326828,0.739071879328921,0.52961665391922,0.5527778267860413,0.7369901547116737,0.7444108819455133
Phoneme,0.2631856501102447,0.2616033554077148,0.27958861,0.2703586497890294,0.00315918,0.0032099417836926,0.0092299602109705,0.2918879091739654,0.3106115758419037,0.65282461845667,0.6613853686635945,0.3019341230392456,0.3169868588447571,0.6661067302823255,0.669559331797235,0.1434925645589828,0.2623605132102966,0.5448836111736717,0.6169657258064516,0.2961323261260986,0.3071075975894928,0.6629020388665663,0.663140841013825,0.194207102060318,0.2866492569446563,0.5690278194183643,0.6343332373271889,0.3019620478153229,0.3150253891944885,0.6646908706460881,0.6673631912442396
Plane,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ProximalPhalanxOutlineAgeGroup,0.8097561001777649,0.8243902325630188,0.85512195,0.8585365853658538,0.00235632,0.0030851489367496,-0.0034146353658537,0.4495624005794525,0.5473349690437317,0.6918443002780352,0.7202498356344509,0.4461535215377807,0.5319333672523499,0.6896818041396354,0.7163050624589086,0.4327382743358612,0.5143863558769226,0.6966326845844918,0.6850756081525311,0.4419476687908172,0.5226938724517822,0.6862835959221502,0.7092373438527284,0.4416023194789886,0.5457763671875,0.6963237565647206,0.7128533859303091,0.4457627832889557,0.5317420959472656,0.6893728761198641,0.7161406969099278
ProximalPhalanxOutlineCorrect,0.8797250986099243,0.893470823764801,0.89896907,0.8996563573883162,0.00763268,0.0059122510426409,-0.0006872873883161,0.8197552561759949,0.8172516226768494,0.8591517857142857,0.8606699751861043,0.8197552561759949,0.8172516226768494,0.8591517857142857,0.8606699751861043,0.8010362386703491,0.716477632522583,0.8449776785714286,0.7790322580645161,0.8197552561759949,0.8172516226768494,0.8591517857142857,0.8606699751861043,0.8065587878227234,0.7951737642288208,0.8494419642857144,0.8362282878411911,0.8197552561759949,0.8172516226768494,0.8591517857142857,0.8606699751861043
ProximalPhalanxTW,0.795121967792511,0.800000011920929,0.81609756,0.8087804878048781,0.00652436,0.0081040232808956,0.0073170721951218,0.5644038319587708,0.5260117053985596,0.7049371895997664,0.6887269482450922,0.5626446604728699,0.5228956937789917,0.7043529068068946,0.6881320642474718,0.5791509747505188,0.493797093629837,0.7123867952088809,0.6817370612730518,0.5633891224861145,0.5212602615356445,0.7050832602979843,0.6872397382510411,0.5723008513450623,0.5094358325004578,0.7081507449605609,0.6809934562760263,0.5627912282943726,0.522193431854248,0.7043529068068946,0.6872397382510409
RefrigerationDevices,0.5199999809265137,0.5306666493415833,0.53466667,0.5173333333333332,0.01112,0.0101192885125388,0.0173333366666668,0.2199127227067947,0.1840028911828994,0.6294871794871795,0.5944495203289173,0.2123901546001434,0.1792470216751098,0.625128205128205,0.5930504796710826,0.1940949112176895,0.1516837030649185,0.6064957264957265,0.5723789401553221,0.1940126717090606,0.1735126376152038,0.6090028490028491,0.5895100502512562,0.2054395973682403,0.176358550786972,0.6179202279202279,0.5906806761078118,0.2089163064956665,0.1792519092559814,0.6218518518518519,0.5932503426222019
ScreenType,0.3786666691303253,0.3973333239555359,0.4856,0.5061333333333333,0.01435769,0.0108517279730004,-0.0205333333333333,0.1626427620649337,0.1252162307500839,0.5911563803421387,0.5713013007067768,0.1458298712968826,0.113551490008831,0.5759535755304358,0.567886203005286,0.1816800683736801,0.1164103895425796,0.5643776824034334,0.5419908534774603,0.1187256947159767,0.0933896601200103,0.5446714622498943,0.5526222011047098,0.1807372421026229,0.1118718162178993,0.5690926675935442,0.5436241610738255,0.1248664408922195,0.1086377128958702,0.5532853775010578,0.5636692997564886
ShapeletSim,0.9500000476837158,0.9833333492279052,1.0,1.0,0.0,0.0,0.0,0.9743855595588684,0.964310109615326,0.9701104613385314,0.96045197740113,0.9743855595588684,0.964310109615326,0.9701104613385314,0.96045197740113,0.96983402967453,0.9301519989967346,0.9655620532813516,0.9284369114877592,0.9743855595588684,0.964310109615326,0.9701104613385314,0.96045197740113,0.9718087315559388,0.9501233100891112,0.967511371020143,0.9472693032015068,0.9743855595588684,0.964310109615326,0.9701104613385314,0.96045197740113
ShapesAll,0.8583333492279053,0.8650000095367432,0.90816667,0.9076666666666666,0.00199536,0.0024944382578493,0.0005000033333333,0.8709524273872375,0.865495502948761,0.8932267275842376,0.9003306453531245,0.8655328750610352,0.8623509407043457,0.8906225014277556,0.9028759009491186,0.8689941167831421,0.8839322924613953,0.8867846944603084,0.900592307143367,0.850164532661438,0.8492019176483154,0.8818275271273558,0.8951925592901829,0.8760384917259216,0.8936359882354736,0.8925185608223871,0.9079426247056304,0.862698495388031,0.8598280549049377,0.8879725870930896,0.9004020076595544
SmallKitchenAppliances,0.8079999685287476,0.8133333325386047,0.82133333,0.7781333333333332,0.00547948,0.0071355136854717,0.0431999966666667,0.6412743330001831,0.6537243127822876,0.7650806747341401,0.7651053864168618,0.6454316973686218,0.6575874090194702,0.768976897689769,0.7698829039812646,0.6270008087158203,0.6774476766586304,0.747112211221122,0.7668852459016393,0.6502171754837036,0.6632541418075562,0.7733773377337733,0.7768618266978923,0.6523116827011108,0.6920499801635742,0.7694811147781444,0.7831381733021079,0.6470043063163757,0.6613182425498962,0.7703978731206453,0.7733957845433256
SonyAIBORobotSurface1,0.9517470598220824,0.9517470598220824,0.92412646,0.9252911813643924,0.00343692,0.0029248578754154,-0.0011647213643924,0.9386743307113647,0.944864809513092,0.943995659512901,0.9489992765854836,0.9386743307113647,0.944864809513092,0.943995659512901,0.9489992765854836,0.9427167177200316,0.9425269961357116,0.9471907402941884,0.9467687484928864,0.9386743307113647,0.944864809513092,0.943995659512901,0.9489992765854834,0.9409900903701782,0.9417667388916016,0.9458041958041958,0.9461056185194116,0.9386743307113647,0.944864809513092,0.943995659512901,0.9489992765854836
SonyAIBORobotSurface2,0.8342077136039734,0.8698845505714417,0.91636936,0.9162644281217208,0.00247574,0.0013920775615342,0.0001049318782792,0.6583564281463623,0.8125002980232239,0.7610381339065361,0.8531849488306937,0.6583564281463623,0.8125002980232239,0.7610381339065361,0.8531849488306937,0.6730287671089172,0.8252471685409546,0.7682987023326169,0.8636911942098915,0.6583564281463623,0.8125002980232239,0.7610381339065361,0.8531849488306937,0.6667149066925049,0.8223589062690735,0.7652495820396465,0.8612202809447838,0.6583564281463623,0.8125002980232239,0.7610381339065361,0.8531849488306937
StarLightCurves,0.967095673084259,0.9708595871925354,0.98107091,0.9810466245750364,0.00056212,0.0003093185819052,2.4285424963577107e-05,0.6492796540260315,0.8784695267677307,0.7852370727097102,0.9050337668834416,0.6494953036308289,0.8790105581283569,0.7853019321153664,0.905518384192096,0.6726296544075012,0.9048672318458556,0.7967426679916517,0.9226660205102551,0.6740759611129761,0.880094051361084,0.7883090921304694,0.9065595297648824,0.6827870607376099,0.8996866941452026,0.7932842718257691,0.920836459896615,0.6488991975784302,0.8792247772216797,0.7851305179718463,0.9057309904952476
Strawberry,0.8675675988197327,0.9486486911773682,0.98189189,0.981891891891892,0.00130553,0.0012385339716097,-1.891891976413262e-09,0.8180724382400513,0.7644444108009338,0.8589230084557187,0.8606987554355975,0.8180724382400513,0.7644444108009338,0.8589230084557187,0.8606987554355975,0.7848626971244812,0.6792375445365906,0.8366711170449487,0.7921727395411605,0.8180724382400513,0.7644444108009338,0.8589230084557187,0.8606987554355975,0.8022826313972473,0.7021567821502686,0.8484328310763557,0.8068675963412806,0.8180724382400513,0.7644444108009338,0.8589230084557187,0.8606987554355975
SwedishLeaf,0.9264000058174132,0.9359999895095824,0.96592,0.96816,0.00239109,0.001509436981129,-0.0022399999999999,0.9083636999130248,0.9091857671737672,0.9174739055342797,0.9194871794871794,0.9091086983680724,0.9098214507102966,0.9179995494480738,0.9197435897435898,0.92964369058609,0.9285888671875,0.9341818727941728,0.9334615384615386,0.8900942802429199,0.9024129509925842,0.900765938274386,0.912863247863248,0.9265638589859008,0.9304124712944032,0.9320417511451528,0.9355982905982906,0.9045337438583374,0.9087826013565063,0.9136066681685064,0.9186752136752137
Symbols,0.9708542823791504,0.9718592762947084,0.97457286,0.9737688442211055,0.00048547,0.0010492770360714,0.0008040157788944,0.5149138569831848,0.7977809309959412,0.7069322481616335,0.8667085241542325,0.5200367569923401,0.7957586646080017,0.7091811237238524,0.8660437287634806,0.6584514379501343,0.8237506747245789,0.7770757478403656,0.8764219234746639,0.5211693048477173,0.7943316698074341,0.7095023916613121,0.8649357364455607,0.5951968431472778,0.8136453628540039,0.7436995787820375,0.8716575565076082,0.5201084613800049,0.7954633235931396,0.7092525165988435,0.8657482641453687
SyntheticControl,0.9700000286102296,0.9900000095367432,0.997,0.9946666666666668,0.00245955,0.0016329931618554,0.0023333333333332,0.9911845922470092,0.98625648021698,0.988545246277205,0.9831649831649832,0.991191267967224,0.989698052406311,0.9885452462772052,0.9865319865319866,0.9885348081588744,0.987392008304596,0.9854906452844596,0.9842873176206508,0.9896443486213684,0.9908336400985718,0.9870179457808324,0.9876543209876544,0.988529622554779,0.9908453822135924,0.9858724704085527,0.9876543209876544,0.9904290437698364,0.9908336400985718,0.9877815960290188,0.9876543209876544
ToeSegmentation1,0.9166666865348816,0.9342105388641356,0.97017544,0.9631578947368424,0.00277393,0.0048840038270438,0.0070175452631576,0.8669297099113464,0.8427480459213257,0.8982624024175271,0.8813771517996869,0.8669297099113464,0.8427480459213257,0.8982624024175271,0.8813771517996869,0.8779762983322144,0.8203157782554626,0.9060690002518256,0.8604068857589985,0.8669297099113464,0.8427480459213257,0.8982624024175271,0.8813771517996869,0.8737351298332214,0.8279581069946289,0.902543439939562,0.8682316118935838,0.8669297099113464,0.8427480459213257,0.8982624024175271,0.8813771517996869
ToeSegmentation2,0.8769230842590332,0.8538461327552795,0.92615385,0.9276923076923078,0.00973009,0.0051024996774698,-0.0015384576923078,0.3100423812866211,0.8483788371086121,0.6688596491228069,0.8743480322427691,0.3100423812866211,0.8483788371086121,0.6688596491228069,0.8743480322427691,0.5074103474617004,0.8620707392692566,0.71875,0.8866761498340444,0.3100423812866211,0.8483788371086121,0.6688596491228069,0.8743480322427691,0.431530088186264,0.8587655425071716,0.6962719298245614,0.882882882882883,0.3100423812866211,0.8483788371086121,0.6688596491228069,0.8743480322427691
Trace,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TwoLeadECG,0.976294994354248,0.9710272550582886,0.99912204,0.9991220368744512,0.0,0.0,3.1255488197601267e-09,0.7931527495384216,0.8681802749633789,0.9062416733280042,0.949161597895775,0.796789288520813,0.8735511898994446,0.9065247801758592,0.9493670886075948,0.849518895149231,0.865875244140625,0.918332001065814,0.9534769028439914,0.7905167937278748,0.8671864867210388,0.9053756994404476,0.9482437393829798,0.8093563318252563,0.8634761571884155,0.9123701039168666,0.9523535536193763,0.7931527495384216,0.8681802749633789,0.9062416733280042,0.949161597895775
TwoPatterns,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
UWaveGestureLibraryAll,0.9592406153678894,0.9617531895637512,0.97571189,0.9756560580681184,0.00041617,0.0008631839661496,5.58319318816336e-05,0.9235573410987854,0.9251863360404968,0.9319493836413796,0.934469717034102,0.9238201975822448,0.9250984191894532,0.9319493836413796,0.9341243524413888,0.9217187762260436,0.917165219783783,0.929449662717081,0.925865265432818,0.918079137802124,0.9172874093055724,0.9264416253368842,0.9265263314016928,0.925098955631256,0.923021137714386,0.9326410927009744,0.9314589005540664,0.9225207567214966,0.9228724837303162,0.9306656354155038,0.9319292744165352
UWaveGestureLibraryX,0.8174204230308533,0.8305415511131287,0.85463428,0.8535734226689001,0.00156298,0.0012500621539496,0.0010608573310998,0.7965821027755737,0.7989795207977295,0.8408809386541001,0.8418456937964642,0.7992491722106934,0.8003377318382263,0.8430591066325764,0.8430584358949511,0.7784987092018127,0.7844676375389099,0.823916712621781,0.832262816164357,0.7919001579284668,0.7908843159675598,0.8366321794421885,0.8352309886063156,0.7943917512893677,0.801342785358429,0.8368739660099263,0.8428712638267827,0.7980555295944214,0.79837965965271,0.841926417506392,0.8412897152271123
UWaveGestureLibraryY,0.751814603805542,0.7520937919616699,0.77289224,0.7801786711334449,0.00216747,0.0019430164870245,-0.0072864311334448,0.6668570041656494,0.6790779232978821,0.7765309971233172,0.7903006012694208,0.6762617826461792,0.6869069933891296,0.7822501114208106,0.7943595042704175,0.6229127645492554,0.6609745025634766,0.7454183804447393,0.7659877304921848,0.6686930656433105,0.6777564883232117,0.7731447234153288,0.7839639472434572,0.6624999046325684,0.6810777187347412,0.7697233631165581,0.7831596908712722,0.6741815805435181,0.6845773458480835,0.7797907084859843,0.7920336817886929
UWaveGestureLibraryZ,0.748115062713623,0.7617983818054199,0.79165271,0.7923764311644792,0.00155186,0.00170435012786,-0.0007237211644791,0.6989288926124573,0.708418071269989,0.7832885984362236,0.7887067551818148,0.702415406703949,0.7105478048324585,0.7865731579030134,0.7914162710186232,0.6848459839820862,0.6701235175132751,0.77318910570761,0.7671363447277678,0.6934871077537537,0.6959822773933411,0.7793398436885722,0.7806542717955947,0.7102733850479126,0.7042962908744812,0.791202247256108,0.7865889924468754,0.7006707787513733,0.7084376811981201,0.7847365855313851,0.7894527852361684
Wafer,0.9445165395736694,0.9724205136299132,0.99826411,0.9976638546398444,0.00025422,0.0005291858024107,0.0006002553601556,0.5380480289459229,0.5510727167129517,0.7446020438706982,0.778789573887613,0.5380480289459229,0.5510727167129517,0.7446020438706982,0.7787895738876132,0.5655626654624939,0.4496711194515228,0.7592224291405256,0.733612043415965,0.5380480289459229,0.5510727167129517,0.7446020438706982,0.778789573887613,0.5570115447044373,0.5262426733970642,0.7553979561293018,0.7709768592121533,0.5380480289459229,0.5510727167129517,0.7446020438706982,0.7787895738876132
Wine,0.8888888955116272,0.944444477558136,0.80740741,0.8222222222222222,0.01990681,0.023715274953455,-0.0148148122222221,0.5935702919960022,0.0357301756739616,0.6875,0.3856209150326797,0.5935702919960022,0.0357301756739616,0.6875,0.3856209150326797,0.6760096549987793,0.091271698474884,0.7569444444444444,0.4052287581699346,0.5935702919960022,0.0357301756739616,0.6875,0.3856209150326797,0.6529229283332825,0.0555345118045806,0.736111111111111,0.3921568627450981,0.5935702919960022,0.0357301756739616,0.6875,0.3856209150326797
WordSynonyms,0.6583071947097778,0.6739811897277832,0.75517241,0.7501567398119123,0.00360464,0.0027328520022198,0.0050156701880876,0.7706729173660278,0.7668289542198181,0.8333333333333334,0.8329830053667262,0.7740625143051147,0.7701862454414368,0.8373962429008299,0.83682915921288,0.736747145652771,0.6597580909729004,0.8009174311926607,0.7484906082289804,0.7565624713897705,0.7611569762229919,0.8240498034076016,0.8293716457960644,0.7551016211509705,0.7003931999206543,0.8155744866754041,0.7764311270125224,0.7711487412452698,0.7689207792282104,0.8344255133245959,0.8355322003577818
Worms,0.7532467246055603,0.7662337422370911,0.72727273,0.7233766233766235,0.00865801,0.0059513970064361,0.0038961066233765,0.4891504347324371,0.5362169742584229,0.6869328493647913,0.6977401129943502,0.4737377166748047,0.5534338355064392,0.6733212341197822,0.7024482109227872,0.5084314942359924,0.4893700778484344,0.6851179673321235,0.6760828625235404,0.4661131203174591,0.5515643358230591,0.6606170598911071,0.6967984934086628,0.4976955056190491,0.515297532081604,0.6851179673321235,0.6883239171374764,0.4691357612609863,0.5484524369239807,0.6696914700544465,0.6977401129943502
WormsTwoClass,0.7922077775001526,0.7922077775001526,0.7987013,0.7961038961038961,0.01402758,0.0059513970064361,0.0025974038961038,0.3248094320297241,0.275035947561264,0.625,0.5973360655737705,0.3248094320297241,0.275035947561264,0.625,0.5973360655737705,0.2866073548793793,0.2951260209083557,0.6127049180327868,0.5768442622950819,0.3248094320297241,0.275035947561264,0.625,0.5973360655737705,0.3211317956447601,0.2708708643913269,0.6157786885245902,0.5840163934426229,0.3248094320297241,0.275035947561264,0.625,0.5973360655737705
Yoga,0.8443333506584167,0.847000002861023,0.90853333,0.9046666666666668,0.00423449,0.0030912061651652,0.0038666633333332,0.4701285064220428,0.5274556279182434,0.7281976412426633,0.7435650109446901,0.4701285064220428,0.5274556279182434,0.7281976412426633,0.7435650109446901,0.5192837715148926,0.5268361568450928,0.7511199067385458,0.7302830529211991,0.4689611494541168,0.5274556279182434,0.7281976412426632,0.7435650109446901,0.4994024932384491,0.5414832830429077,0.7429739008260132,0.7459948779021863,0.4701285064220428,0.5274556279182434,0.7281976412426633,0.7435650109446901
ACSF1,0.8299999833106995,0.8299999833106995,0.878,0.8879999999999999,0.01032796,0.004,-0.0099999999999998,0.5536333322525024,0.724190890789032,0.7994330262225371,0.8171509567682496,0.5567017197608948,0.7233870625495911,0.8058114812189935,0.8214032600992205,0.5672147870063782,0.6886581182479858,0.7675407512402551,0.7710843373493975,0.5387669801712036,0.718795895576477,0.7916371367824238,0.8249468462083629,0.5725414156913757,0.7066032290458679,0.7753366406803686,0.7951807228915663,0.557875394821167,0.7329350709915161,0.806520198440822,0.8299078667611622
AllGestureWiimoteX,0.6228571534156799,0.6314285397529602,0.76185714,0.7114285714285715,0.00323319,0.0049897854847351,0.0504285685714285,0.6895205974578857,0.6682493090629578,0.8116051570753406,0.7981953067452384,0.6818447113037109,0.6626740097999573,0.8084514873505699,0.7964414746220491,0.6770029664039612,0.6497736573219299,0.7830831248262441,0.778324388789505,0.6527887582778931,0.6426261067390442,0.7854462051709759,0.7815952856992529,0.6896957159042358,0.6683077812194824,0.7996941896024463,0.7931355010698375,0.6724904179573059,0.6572346687316895,0.7999721990547679,0.7914868988740398
AllGestureWiimoteY,0.6995708346366882,0.6981402039527893,0.76171429,0.7649499284692418,0.01728512,0.0039465276750024,-0.0032356384692417,0.6094554662704468,0.6552727818489075,0.7438893757912163,0.7658107373164479,0.6296831369400024,0.6696233153343201,0.7578926867270426,0.7779115841814933,0.5830428004264832,0.5875028967857361,0.7189989288148797,0.7240404785952917,0.6421451568603516,0.6831040382385254,0.7681858019281331,0.7885362442700645,0.6036969423294067,0.6361493468284607,0.7342292336157366,0.7535836376349935,0.6341318488121033,0.6739820837974548,0.7619534521375013,0.7819613860616891
AllGestureWiimoteZ,0.5557143092155457,0.5671428442001343,0.74914286,0.7058571428571428,0.00495787,0.0059744353332361,0.0432857171428571,0.5059573650360107,0.513247013092041,0.6991378669025202,0.701340914947918,0.5203147530555725,0.5198148488998413,0.7095198340207804,0.7076090480584583,0.5360178351402283,0.4865509271621704,0.7182651534563849,0.671887339867488,0.5266088247299194,0.5209232568740845,0.7146033609138775,0.7115827451762808,0.547814130783081,0.50815349817276,0.726101224179403,0.6863688887780466,0.5236029624938965,0.5231823325157166,0.7118260193917954,0.7100448080072492
BME,0.9866666793823242,0.9800000190734864,1.0,1.0,0.0,0.0,0.0,0.9860221147537231,0.9395803213119508,0.9797297297297298,0.9365079365079364,0.9860221147537231,0.9395803213119508,0.9797297297297298,0.9365079365079364,0.9823585152626038,0.958612322807312,0.9763513513513512,0.9569160997732428,0.9860221147537231,0.9419503808021544,0.9797297297297298,0.9387755102040816,0.9860221147537231,0.9562420845031738,0.9797297297297298,0.9546485260770976,0.9860221147537231,0.9395803213119508,0.9797297297297298,0.9365079365079364
Chinatown,0.9766764044761658,0.9620991349220276,0.98017493,0.9825072886297376,0.00122926,0.0,-0.0023323586297375,0.7862858772277832,0.8240944743156433,0.8216417910447762,0.8627039627039627,0.7862858772277832,0.8240944743156433,0.8216417910447762,0.8627039627039627,0.7884678244590759,0.8232112526893616,0.8227611940298508,0.8638694638694638,0.7862858772277832,0.8240944743156433,0.8216417910447762,0.8627039627039627,0.7866640686988831,0.8212940096855164,0.8216417910447762,0.8620046620046619,0.7862858772277832,0.8240944743156433,0.8216417910447762,0.8627039627039627
Crop,0.7192261815071106,0.7212499976158142,0.75020833,0.7555535714285714,0.00153106,0.0011724981808629,-0.0053452414285714,0.7959959506988525,0.8020448088645935,0.8440817733873813,0.8482936962170267,0.8073750734329224,0.812162458896637,0.8539383917445709,0.8570828330814209,0.7487356662750244,0.780383825302124,0.8067307265654658,0.8324081327422073,0.7963841557502747,0.7987717986106873,0.8461452867753041,0.8474786836599966,0.777921199798584,0.8001114130020142,0.8281746083476644,0.8455248705010833,0.8063435554504395,0.8101431131362915,0.8532112993951401,0.8555444830018855
DodgerLoopDay,0.594936728477478,0.594936728477478,0.57625,0.5683544303797469,0.01811422,0.0207610372998186,0.0078955696202531,0.6544219255447388,0.6224300861358643,0.7413563829787234,0.7180851063829787,0.6724914908409119,0.6548067331314087,0.7566489361702129,0.7539893617021277,0.652137815952301,0.5490893721580505,0.7460106382978723,0.6821808510638298,0.6773285269737244,0.6705914735794067,0.7659574468085107,0.7666223404255319,0.6792032718658447,0.6167730093002319,0.7686170212765958,0.7214095744680852,0.6834977865219116,0.6749421954154968,0.7672872340425532,0.7726063829787234
DodgerLoopGame,0.8529411554336548,0.8602941036224365,0.87246377,0.8676470588235293,0.01090975,1.1102230246251563e-16,0.0048167111764706,0.4922522008419037,0.472749263048172,0.7060344827586207,0.7462887989203778,0.4968388974666595,0.472749263048172,0.70625,0.7462887989203778,0.5036206245422363,0.4666857719421386,0.7094827586206897,0.7386414754835807,0.4578281939029693,0.472749263048172,0.7060344827586207,0.7462887989203778,0.4816677868366241,0.4638155698776245,0.7073275862068966,0.736842105263158,0.4922522008419037,0.472749263048172,0.7060344827586207,0.7462887989203778
DodgerLoopWeekend,0.9191176295280457,0.9485294222831726,0.97246377,0.9698529411764704,0.00571602,0.0022058823529411,0.0026108288235294,0.3549357652664184,-0.3221560716629028,0.6072727272727272,0.5027685492801772,0.3870271444320678,-0.3221560716629028,0.6116363636363636,0.5011074197120708,0.032791893929243,-0.3151163756847381,0.5876363636363636,0.5083056478405316,-0.4788627326488495,-0.3221560716629028,0.5563636363636364,0.5027685492801772,-0.4726495444774627,-0.3198561072349548,0.5607272727272727,0.5049833887043189,0.3549357652664184,-0.3221560716629028,0.6072727272727273,0.5027685492801772
EOGHorizontalSignal,0.5441989302635193,0.5497238039970398,0.64088398,0.6348066298342542,0.00664006,0.0072877933471121,0.0060773501657458,0.5629224181175232,0.5324546694755554,0.7445316105214581,0.7353639362456454,0.559540867805481,0.5375620722770691,0.7443777880326103,0.7380768875050097,0.5826559662818909,0.570799708366394,0.758560221504384,0.7352714492708943,0.5631116032600403,0.5429158210754395,0.7477311182894939,0.7426395782593951,0.5922176241874695,0.564433217048645,0.7676357483464082,0.7411289576717944,0.5606524348258972,0.5381290316581726,0.7451469004768498,0.7376761106144217
EOGVerticalSignal,0.4972375929355621,0.5,0.54226519,0.5370165745856353,0.00930429,0.0052703823282704,0.0052486154143646,0.6294315457344055,0.6217325925827026,0.7463980463980464,0.7435365220841854,0.6362988948822021,0.6229056715965271,0.7549145299145299,0.7443911968499131,0.620919942855835,0.5787131786346436,0.7491147741147741,0.712707182320442,0.6481432914733887,0.6230834722518921,0.7667277167277167,0.7448795824303289,0.6377573013305664,0.6011765599250793,0.7584859584859585,0.7239705747687799,0.6418218612670898,0.621374249458313,0.7607448107448107,0.7426207991209061
EthanolLevel,0.5360000133514404,0.5460000038146973,0.582,0.585,0.00816497,0.0066483080554378,-0.003,0.6357936263084412,0.6207084655761719,0.7591675244467317,0.75425602297849,0.6552606225013733,0.6358391642570496,0.773031394750386,0.7656968582078714,0.6903968453407288,0.5791317224502563,0.7818611682964488,0.7308902551193301,0.6752996444702148,0.6477240324020386,0.7890986875965003,0.7776863371577027,0.7124106884002686,0.6504186987876892,0.7977997941327843,0.7636636491262042,0.6636240482330322,0.6437014937400818,0.7798989963973237,0.7722967194332834
